Symbol,Company Name,Sector,Market Cap
CARBORUNIV,Carborundum Univers.,Abrasives,21538.54
WENDT,Wendt (India),Abrasives,1632
GRINDWELL,Grindwell Norton,Abrasives,21728.8
316825,Adcounty Media India,Advertising & Media,200.44
YAAP,Yaap Digital,Advertising & Media,294.56
306573,Maagh Advt. & Mktg.,Advertising & Media,571.98
VERTOZ,Vertoz,Advertising & Media,320.98
SIGNPOST,Signpost India,Advertising & Media,1305.52
CUDML,Cash UR Drive Market,Advertising & Media,185.63
308505,Bright Outdoor Media,Advertising & Media,766.54
RKSWAMY,RK Swamy,Advertising & Media,475.75
321345,Simca Advertising,Advertising & Media,311.26
322253,Yaap Digital,Advertising & Media,294.56
ASTRAMICRO,Astra Microwave Prod,Aerospace & Defense,16415.99
ROSSTECH,Rossell Techsys,Aerospace & Defense,4336.98
UNIMECH,Unimech Aerospace,Aerospace & Defense,7649.04
SIKA,Sika Interplant Sys.,Aerospace & Defense,2111.82
JAYKAY,Jaykay Enterprises,Aerospace & Defense,2318.55
AEQUS,Aequs,Aerospace & Defense,16242.18
322569,Digilogic Systems,Aerospace & Defense,491.59
AVANTEL,Avantel,Aerospace & Defense,4117.46
AXISCADES,Axiscades Tech.,Aerospace & Defense,7280.03
HAL,Hindustan Aeronaut.,Aerospace & Defense,324757.14
BEL,Bharat Electronics,Aerospace & Defense,296301.88
BDL,Bharat Dynamics,Aerospace & Defense,46003.59
DATAPATTNS,Data Patterns (I),Aerospace & Defense,25668.65
TECHERA,TechEra Engineering,Aerospace & Defense,265.82
C2C,C2C Advanced Systems,Aerospace & Defense,376.36
KRISHNADEF,Krishna Defence,Aerospace & Defense,1514.51
APOLLO,Apollo Micro Systems,Aerospace & Defense,14451.51
PARAS,Paras Defence &Space,Aerospace & Defense,11402.3
ZENTEC,Zen Technologies,Aerospace & Defense,16265.37
CENTUM,Centrum Electronics,Aerospace & Defense,5561.29
NIBE,NIBE,Aerospace & Defense,2071.97
IDEAFORGE,Ideaforge Technology,Aerospace & Defense,3862.6
DCXINDIA,DCX Systems,Aerospace & Defense,1880.54
308491,CFF Fluid Control,Aerospace & Defense,2074.97
SIGMAADV,Sigma Advanced Sys.,Aerospace & Defense,14480.18
BSHSL,Bombay Super Hybrid,Agriculture,959.97
KOTYARK,Kotyark Industries,Agriculture,381.73
317469,Rukmani Devi Garg,Agriculture,124.26
KSCL,Kaveri Seed,Agriculture,3827.58
VENKEYS,Venky''s (India),Agriculture,2337.93
AVTNPL,AVT Natural Products,Agriculture,1386.09
REGAAL,Regaal Resources,Agriculture,911.6
NATHBIOGEN,Nath Bio-Genes (I),Agriculture,290.99
SHEEL,Sheel Biotech,Agriculture,125.37
SHEETAL,Sheetal Universal,Agriculture,407.87
OSWALSEEDS,Shree Oswal Seeds,Agriculture,107.2
FRESHARA,Freshara Agro Export,Agriculture,1000.36
NARMADA,Narmada Agrobase,Agriculture,102.5
INDOUS,Indo US Bio-Tech,Agriculture,155.36
MGEL,Mangalam Global Ent.,Agriculture,469.29
245238,JK Agri Genetics,Agriculture,133.5
255071,Naturite Agro Prod.,Agriculture,104.68
277332,Mangalam Seeds,Agriculture,156.16
KANELOIL,Kanel Industries,Agriculture,138.02
126081,SC Agrotech,Agriculture,200.02
BOSCH-HCIL,Bosch Home Comfort,Air Conditioners,4945.48
AMBER,Amber Enterprises,Air Conditioners,26359.13
EPACK,EPACK Durable,Air Conditioners,1821.32
VOLTAS,Voltas,Air Conditioners,38713.51
BLUESTARCO,Blue Star,Air Conditioners,30513.23
FLYSBS,FlySBS Aviation,Airlines,1099.83
SPICEJET,SpiceJet,Airlines,1484.89
TANAA,Taneja Aerospace,Airlines,719.5
INDIGO,Interglobe Aviation,Airlines,192443.97
TAALTECH,TAAL Tech,Airlines,1403.04
RAYMOND,Raymond,Airlines,4932.11
GLOBALVECT,Global Vectra Helico,Airlines,197.62
GMRAIRPORT,GMR Airports,Airport Management Services,102897.22
JAINIK,Jainik Power Cables,Aluminium & Aluminium Products,300.15
MMP,MMP Industries,Aluminium & Aluminium Products,1026.65
CENTEXT,Century Extrusions,Aluminium & Aluminium Products,161.52
MAANALU,Maan Aluminium,Aluminium & Aluminium Products,707.22
ARFIN,Arfin India,Aluminium & Aluminium Products,1471.93
NATIONALUM,National Aluminium,Aluminium & Aluminium Products,68708.4
BAHETI,Baheti Recycling Ind,Aluminium & Aluminium Products,883.81
EUROBOND,Euro Panel Products,Aluminium & Aluminium Products,369.95
322367,Msafe Equipments,Aluminium & Aluminium Products,511.63
318577,Sharvaya Metals,Aluminium & Aluminium Products,146.94
322446,HRS Aluglaze,Aluminium & Aluminium Products,489.67
MANAKALUCO,Manaksia Aluminium,Aluminium & Aluminium Products,249.68
126747,PG Foils,Aluminium & Aluminium Products,261.97
324031,Silverstorm Parks,Amusement Parks/Recreation/Club,267.59
NICCOPAR,Nicco Parks & Resort,Amusement Parks/Recreation/Club,372.29
WONDERLA,Wonderla Holidays,Amusement Parks/Recreation/Club,3388.4
IMAGICAA,Imagicaaworld Ent.,Amusement Parks/Recreation/Club,3133.74
DELTACORP,Delta Corp,Amusement Parks/Recreation/Club,1502.73
126721,Nicco Parks & Resort,Amusement Parks/Recreation/Club,372.29
MUKKA,Mukka Proteins,Animal Feed,940.2
236135,Mayank Cattle Food,Animal Feed,126.36
AVANTIFEED,Avanti Feeds,Animal Feed,10880.58
GODREJAGRO,Godrej Agrovet,Animal Feed,12407.65
KSE,KSE,Animal Feed,576.38
SHINDL,Sharat Industries,Aquaculture,636.92
WATERBASE,Waterbase,Aquaculture,201.46
130215,Kings Infra Ventures,Aquaculture,209.5
267528,Vistar Amar,Aquaculture,119.89
277936,Zeal Aqua,Aquaculture,138.29
APEX,Apex Frozen Foods,Aquaculture,1172.34
119397,Sharat Industries,Aquaculture,636.92
RML,Rane (Madras),Auto Ancillary,3581.5
SHANTIGEAR,Shanthi Gears,Auto Ancillary,4769.81
INDNIPPON,India Nipon Elect.,Auto Ancillary,2620.01
FMGOETZE,Federal-Mogul Goetze,Auto Ancillary,2789.67
AUTOIND,Autoline Industries,Auto Ancillary,392.27
SJS,SJS Enterprises,Auto Ancillary,7437.06
BOSCHLTD,Bosch,Auto Ancillary,138100.74
MOTHERSON,SamvardhanaMotherson,Auto Ancillary,169609.89
TENNIND,Tenneco Clean Air,Auto Ancillary,20888.54
UNOMINDA,UNO Minda,Auto Ancillary,72166.08
TIINDIA,Tube Investments,Auto Ancillary,52225.81
SINTERCOM,Sintercom India,Auto Ancillary,222.42
SHIGAN,Shigan Quantum Tech.,Auto Ancillary,144.53
ASLIND,Avatar Industries,Auto Ancillary,252.51
PRITIKA,Pritika Engg. Compnt,Auto Ancillary,167.02
320056,LAPL Automotive,Auto Ancillary,147.8
BBTC,Bombay Burmah Trdg.,Auto Ancillary,10443.46
GABRIEL,Gabriel India,Auto Ancillary,23982.77
BANCOINDIA,Banco Products (I),Auto Ancillary,8918.38
CIEINDIA,CIE Automotive India,Auto Ancillary,14618.73
JBMA,JBM Auto,Auto Ancillary,14795.08
LUMAXTECH,Lumax Auto Tech.,Auto Ancillary,13303.7
SANSERA,Sansera Engineering,Auto Ancillary,23604.77
ZFCVINDIA,ZF Commercial Vehic.,Auto Ancillary,29042.03
MINDACORP,Minda Corporation,Auto Ancillary,16802.5
ENDURANCE,Endurance Tech.,Auto Ancillary,39143.66
SONACOMS,Sona BLW Precision,Auto Ancillary,49243.73
SHRIPISTON,SPR Auto Tech.,Auto Ancillary,21044.99
CRAFTSMAN,Craftsman Automation,Auto Ancillary,29810.82
VARROC,Varroc Engineering,Auto Ancillary,12625.5
PRICOLLTD,Pricol,Auto Ancillary,9323.33
MSUMI,Motherson SumiWiring,Auto Ancillary,24218.83
LGBBROSLTD,LG Balakrishnan&Bros,Auto Ancillary,5430.64
UCAL,UCAL,Auto Ancillary,322.9
AUTOAXLES,Automotive Axles,Auto Ancillary,2551.96
ZFSTEERING,ZF Steering Gear (I),Auto Ancillary,605.64
SETCO,Setco Automotive,Auto Ancillary,233.42
AUTOCORP,Automobile Corp.Goa,Auto Ancillary,1094.49
BHARATGEAR,Bharat Gears,Auto Ancillary,158.05
TALBROAUTO,Talbros Auto Compont,Auto Ancillary,2516.97
HINDCOMPOS,Hindustan Composites,Auto Ancillary,583.15
115043,Saint-Gobain Sekurit,Auto Ancillary,1043.71
108807,IST,Auto Ancillary,763.47
SSWL,Steel Strips Wheels,Auto Ancillary,5690.64
LUMAXIND,Lumax Industries,Auto Ancillary,5778.3
SUBROS,Subros,Auto Ancillary,4629.13
OMAXAUTO,Omax Autos,Auto Ancillary,391.55
RICOAUTO,Rico Auto Industries,Auto Ancillary,1764.93
MUNJALSHOW,Munjal Showa,Auto Ancillary,516.78
RAJRATAN,Rajratan Global Wire,Auto Ancillary,2530.17
JAMNAAUTO,Jamna Auto Inds.,Auto Ancillary,4827.42
JTEKTINDIA,JTEKT India,Auto Ancillary,3363.99
JAYBARMARU,Jay Bharat Maruti,Auto Ancillary,1323.79
ASAL,Automot. Stamp&Assem,Auto Ancillary,751.58
SUPRAJIT,Suprajit Engineering,Auto Ancillary,6577.06
SUNDRMBRAK,Sundaram BrakeLining,Auto Ancillary,291.16
WHEELS,Wheels India,Auto Ancillary,4214.45
SHIVAMAUTO,Shivam Autotech,Auto Ancillary,236.82
FIEMIND,Fiem Industries,Auto Ancillary,5489.75
PPAP,PPAP Automotive,Auto Ancillary,369.25
MUNJALAU,Munjal Auto Inds.,Auto Ancillary,1122.8
SHARDAMOTR,Sharda Motor Inds.,Auto Ancillary,5063.07
REMSONSIND,Remsons Industries,Auto Ancillary,346.52
RACLGEAR,RACL Geartech,Auto Ancillary,1857.92
SANDHAR,Sandhar Technologies,Auto Ancillary,3755.9
BHARATSE,Bharat Seats,Auto Ancillary,1329.41
CARRARO,Carraro India,Auto Ancillary,3033.88
BELRISE,Belrise Industries,Auto Ancillary,22907.96
PAVNAIND,Pavna Industries,Auto Ancillary,240.27
GNA,GNA  Axles,Auto Ancillary,2365.7
PRECAM,Precision Camshafts,Auto Ancillary,1178.01
ASKAUTOLTD,ASK Automotive,Auto Ancillary,12200.17
STUDDS,Studds Accessories,Auto Ancillary,1669.37
DIVGIITTS,Divgi Torqtransfer,Auto Ancillary,3779.44
KROSS,Kross,Auto Ancillary,1364.83
SUNCLAY,Sundaram-Clayton,Auto Ancillary,2875.7
131035,EBIX,Auto Ancillary,434.59
NDRAUTO,NDR Auto Components,Auto Ancillary,1720.75
URAVIDEF,Uravi Defence&Tech.,Auto Ancillary,134.75
PRITIKAUTO,Pritika Auto Inds.,Auto Ancillary,270.92
313449,Emmforce Autotech,Auto Ancillary,367.05
HITECHGEAR,Hi-Tech Gears,Auto Ancillary,1067.38
105978,Triton Valves,Auto Ancillary,581.92
120075,Samkrg Pistons&Rings,Auto Ancillary,114.7
105893,Hind Hardy,Auto Ancillary,104.56
105712,Him Teknoforge,Auto Ancillary,283.28
IPRINGLTD,IP Rings,Auto Ancillary,202.8
131727,Menon Pistons,Auto Ancillary,395.96
KINETICENG,Kinetic Engineering,Auto Ancillary,610.48
209393,Talbros Engineering,Auto Ancillary,321.11
220964,Enkei Wheels (India),Auto Ancillary,700.66
245042,Sar Auto Products,Auto Ancillary,2033.07
131399,GG Automotive Gears,Auto Ancillary,163.34
113252,Jay Ushin,Auto Ancillary,323.92
123248,Machino Plastics,Auto Ancillary,160.14
OLAELEC,OLA Electric Mobilit,Automobile Two & Three Wheelers,17680.52
319984,Zelio E-Mobility,Automobile Two & Three Wheelers,1858.87
ATHERENERG,Ather Energy,Automobile Two & Three Wheelers,62822.03
TVSMOTOR,TVS Motor Company,Automobile Two & Three Wheelers,196358.26
EICHERMOT,Eicher Motors,Automobile Two & Three Wheelers,209473.79
BAJAJ-AUTO,Bajaj Auto,Automobile Two & Three Wheelers,327538.69
HEROMOTOCO,Hero MotoCorp,Automobile Two & Three Wheelers,106074.84
ATULAUTO,Atul Auto,Automobile Two & Three Wheelers,1290.85
TUNWAL,Tunwal E-Motors,Automobile Two & Three Wheelers,144.81
URJA,Urja Global,Automobile Two & Three Wheelers,511.52
255008,Wardwizard Innovat.,Automobile Two & Three Wheelers,176.28
LANDMARK,Landmark Cars,Automobiles - Dealers & Distributors,2115.33
BIKEWO,Bikewo Green Tech,Automobiles - Dealers & Distributors,131.99
PVSL,Popular Vehicles&Ser,Automobiles - Dealers & Distributors,730.71
CARTRADE,CarTrade Tech,Automobiles - Dealers & Distributors,14506.43
322744,Amba Auto Sales &Ser,Automobiles - Dealers & Distributors,202.48
131041,Competent Automobile,Automobiles - Dealers & Distributors,228.51
HYUNDAI,Hyundai Motor India,Automobiles - Passenger Cars,179165.31
HINDMOTORS,Hindustan Motors,Automobiles - Passenger Cars,295.67
TMPV,Tata MotorsPassenger,Automobiles - Passenger Cars,114722.07
MARUTI,Maruti Suzuki India,Automobiles - Passenger Cars,399102.63
131357,Mercury Ev-Tech,Automobiles - Passenger Cars,697.96
VSTTILLERS,VST Tillers Tractors,Automobiles-Tractors,3623.43
INDOFARM,Indo Farm Equipments,Automobiles-Tractors,644.04
ESCORTS,Escorts Kubota,Automobiles-Tractors,33214.27
SMLMAH,SML Mahindra,Automobiles-Trucks/Lcv,9114.97
ASHOKLEY,Ashok Leyland,Automobiles-Trucks/Lcv,99268.14
FORCEMOT,Force Motors,Automobiles-Trucks/Lcv,23058.46
OLECTRA,Olectra Greentech,Automobiles-Trucks/Lcv,10087.72
TMCV,Tata Motors,Automobiles-Trucks/Lcv,168741.33
UJJIVANSFB,Ujjivan Small Fin,Bank - Private,12554.45
RBLBANK,RBL Bank,Bank - Private,64263.17
HDFCBANK,HDFC Bank,Bank - Private,1097643.69
KOTAKBANK,Kotak Mahindra Bank,Bank - Private,422278
CSBBANK,CSB Bank,Bank - Private,5699.88
UTKARSHBNK,Utkarsh Small Fin.,Bank - Private,2590.99
IDBI,IDBI Bank,Bank - Private,97449.02
TMB,Tamilnad Mercantile,Bank - Private,14765.48
SURYODAY,Suryoday Small Fin.,Bank - Private,1616.45
DCBBANK,DCB Bank,Bank - Private,7112.13
ICICIBANK,ICICI Bank,Bank - Private,1021489.83
AXISBANK,Axis Bank,Bank - Private,396316.12
FEDERALBNK,Federal Bank,Bank - Private,84792
SOUTHBANK,South Indian Bank,Bank - Private,12386.67
CUB,City Union Bank,Bank - Private,23383.57
INDUSINDBK,Indusind Bank,Bank - Private,78576.32
YESBANK,Yes Bank,Bank - Private,70623.67
EQUITASBNK,Equitas Small Fin.,Bank - Private,8344.98
JSFB,Jana Small Fin. Bank,Bank - Private,5658.82
IDFCFIRSTB,IDFC First Bank,Bank - Private,74758.84
BANDHANBNK,Bandhan Bank,Bank - Private,26575.29
AUBANK,AU Small Fin. Bank,Bank - Private,79936.57
KTKBANK,Karnataka Bank,Bank - Private,12863.03
CAPITALSFB,Capital Small Fin.,Bank - Private,1277.34
KARURVYSYA,Karur Vysya Bank,Bank - Private,33723.8
DHANBANK,Dhanlaxmi Bank,Bank - Private,1257.51
ESAFSFB,ESAF Small Finance,Bank - Private,2137.21
FINOPB,Fino Payments Bank,Bank - Private,1159.48
CENTRALBK,CentralBank of India,Bank - Public,28131.76
IOB,Indian Overseas Bank,Bank - Public,64605.86
PSB,Punjab & Sind Bank,Bank - Public,16483.04
UCOBANK,UCO Bank,Bank - Public,31073.03
PNB,PNB,Bank - Public,134467.44
UNIONBANK,Union Bank Of India,Bank - Public,142916.36
MAHABANK,Bank of Maharashtra,Bank - Public,66108.91
INDIANB,Indian Bank,Bank - Public,118492.42
BANKBARODA,Bank Of Baroda,Bank - Public,123595.56
CANBK,Canara Bank,Bank - Public,113836.67
SBIN,State Bank Of India,Bank - Public,937923.05
BANKINDIA,Bank Of India,Bank - Public,66013.68
HBLENGINE,HBL Engineering,Batteries,19285.84
104176,High EnergyBatteries,Batteries,540.3
NIPPOBATRY,Indo-National,Batteries,248.81
277554,Waaree Technologies,Batteries,228.72
GOLDSTAR,Goldstar Power,Batteries,220.37
MAXVOLT,Maxvolt Energy Inds.,Batteries,354.16
LAKHNNATNL,Panasonic Energy Ind,Batteries,195.56
EVEREADY,Eveready Inds. India,Batteries,2310.73
316313,CLN Energy,Batteries,548.77
EXIDEIND,Exide Industries,Batteries,36069.75
105827,SNL Bearings,Bearings,150.64
MENONBE,Menon Bearings,Bearings,1801.13
SKP,SKP Bearing Inds.,Bearings,251.49
SKFINDUS,SKF India (Indl.),Bearings,14843.75
126073,Galaxy Bearings,Bearings,271.4
ROLEXRINGS,Rolex Rings,Bearings,4504.78
SCHAEFFLER,Schaeffler India,Bearings,61839.98
TIMKEN,Timken India,Bearings,23508.11
SKFINDIA,SKF India,Bearings,7678.7
NRBBEARING,NRB Bearings,Bearings,4332.44
BIMETAL,Bimetal Bearings,Bearings,242.89
105703,Satani Bearings,Bearings,566.1
131911,Galaxy Agrico Export,Bearings,154.14
AFFLE,Affle 3i,BPO/ITeS,22778.8
ECLERX,eClerx Services,BPO/ITeS,17923.25
NAUKRI,Info Edge (India),BPO/ITeS,85578.55
FSL,Firstsource Solution,BPO/ITeS,18766.31
ALLDIGI,Alldigi Tech,BPO/ITeS,1227.98
ONEPOINT,One Point OneSolutin,BPO/ITeS,1499
ENSER,Enser Communications,BPO/ITeS,133.36
AKIKO,Akiko Global Service,BPO/ITeS,448.18
PROTEAN,Protean e-Gov Tech.,BPO/ITeS,2016.03
VAKRANGEE,Vakrangee,BPO/ITeS,627.17
MATRIMONY,Matrimony.Com,BPO/ITeS,1093.73
SECMARK,Secmark Consultancy,BPO/ITeS,150.85
SIGMA,Sigma Solve,BPO/ITeS,479.55
295808,Alphalogic Techsys,BPO/ITeS,250.32
HGS,Hinduja Global Soln.,BPO/ITeS,1857.32
321328,Prodocs Solutions,BPO/ITeS,112.8
314703,NSB BPO Solutions,BPO/ITeS,128.02
AAATECH,AAA Technologies,BPO/ITeS,117.67
INDIAGLYCO,India Glycols,Breweries & Distilleries,1745.38
SDBL,Som DistilleriesBrew,Breweries & Distilleries,1538.47
123309,Shri Gang Ind&Allied,Breweries & Distilleries,129.3
112361,Cupid Breweries,Breweries & Distilleries,237.86
TI,Tilaknagar Inds.,Breweries & Distilleries,13242.33
RADICO,Radico Khaitan,Breweries & Distilleries,60211.69
UNITDSPR,United Spirits,Breweries & Distilleries,107044.23
UBL,United Breweries,Breweries & Distilleries,33827.99
ABDL,Allied Blenders&Dist,Breweries & Distilleries,17060.92
SULA,Sula Vineyards,Breweries & Distilleries,1258.26
IFBAGRO,IFB Agro Industries,Breweries & Distilleries,846.13
GMBREW,GM Breweries,Breweries & Distilleries,2101.57
GLOBUSSPR,Globus Spirits,Breweries & Distilleries,2876.51
PICCADIL,Piccadily Agro Inds.,Breweries & Distilleries,6069.58
ASALCBR,Assoc Alcohols &Brew,Breweries & Distilleries,1418.29
GULPOLY,Gulshan Polyols,Breweries & Distilleries,1160.16
TRUALT,TruAlt Bioenergy,Breweries & Distilleries,3646.63
JAGAJITIND,Jagatjit Industries,Breweries & Distilleries,748.75
VOLERCAR,Voler Car,Business Support,275.19
302305,Focus Business Solu.,Business Support,149.39
103816,Swadeshi Polytex,Business Support,149.49
131279,Trishakti Industries,Business Support,401.16
SPARC,Sun Pharma Adv. Res,Business Support,6473.23
IGIL,International Gemolo,Business Support,13980.37
JUSTDIAL,Just Dial,Business Support,5892.62
NESCO,NESCO,Business Support,7381.39
SAGILITY,Sagility,Business Support,21917.98
MITCON,Mitcon Consul.&Engg.,Business Support,135.52
INFOLLION,Infollion Research,Business Support,155.11
DHARARAIL,Dhara Rail Projects,Business Support,206.05
TAC,TAC Infosec,Business Support,911.22
322252,Leap India,Business Support,6619.5
CROWN,Crown Lifters,Business Support,130.78
324034,Horizon Industrial,Business Support,15893.44
INDGN,Indegene,Business Support,14490.97
MEDIASSIST,Medi Assist Health,Business Support,2542.48
SYNGENE,Syngene Internatl.,Business Support,15969.15
AWFIS,Awfis Space Solution,Business Support,1866.37
LATENTVIEW,Latent View Analytic,Business Support,5530.07
CMSINFO,CMS Info Systems,Business Support,3896.9
MMWL,Media Matrix World,Business Support,1645.87
JITFINFRA,JITF Infralogistics,Business Support,782.68
PTL,PTL Enterprises,Business Support,512.83
VIMTALABS,Vimta Labs,Business Support,2840.52
PFOCUS,Prime Focus,Business Support,23908.36
EFCIL,EFC (I),Business Support,2858.91
300924,EKI Energy Services,Business Support,205.24
RADIANTCMS,Radiant Cash Mgmnt.,Business Support,445.83
ECOSMOBLTY,Ecos India Mob Hosp.,Business Support,681.24
INDIQUBE,Indiqube Spaces,Business Support,4124.2
SMARTWORKS,Smartworks Coworking,Business Support,6193.74
311473,Techknowgreen Solutn,Business Support,102.25
320399,Justo Realfintech,Business Support,197.29
321744,Bharatrohan Airborne,Business Support,266.97
250197,Mercantile Ventures,Business Support,285.22
126546,Choksi Laboratories,Business Support,115.1
219575,Quint Digital,Business Support,192.04
MAJESAUTO,Majestic Auto,Business Support,369.06
270491,Ultracab (India),Cable,100.83
CORDSCABLE,Cords Cable Inds,Cable,409.81
DCG,DCG Cables & Wires,Cable,124.87
STLTECH,Sterlite Tech.,Cable,38486.81
DYCL,Dynamic Cables,Cable,2364.3
KEI,KEI Industries,Cable,46366.29
VMARCIND,V-Marc India,Cable,4690.24
RRKABEL,RR Kabel Ltd.,Cable,27757.22
POLYCAB,Polycab India,Cable,125074.02
FINCABLES,Finolex Cables,Cable,18661.66
DIACABS,Diamond Power Infra,Cable,19844
BHADORA,Bhadora Industries,Cable,208.23
PRIMECAB,Prime Cable Inds.,Cable,361.9
238594,Laser Power & Infra,Cable,4149.99
BIRLACABLE,Birla Cable,Cable,1129.65
UNIVCABLES,Universal Cables,Cable,5469.03
PRECWIRE,Precision Wire India,Cable,8643.09
PARACABLES,Paramount Communicat,Cable,2143.75
AKSHOPTFBR,Aksh Optifibre,Cable,120.88
ADVAIT,Advait Energy Trans.,Cable,2354.17
PLAZACABLE,Plaza Wires,Cable,268.29
QUADFUTURE,Quadrant Future Tek,Cable,1671.6
321329,JD Cables,Cable,486.2
104240,Delton Cables,Cable,491.27
HSCL,Himadri Speciality,Carbon Black,33859.45
HIGREEN,Hi-Green Carbon,Carbon Black,309.88
PCBL,PCBL Chemical,Carbon Black,12472.76
GOACARBON,Goa Carbon,Carbon Black,346.32
108875,Nitin Castings,Castings/Forgings,202.52
131289,National Fittings,Castings/Forgings,213.14
317135,Neetu Yoshi,Castings/Forgings,723.27
318207,KVS Castings,Castings/Forgings,169.64
319989,Swastika Castal,Castings/Forgings,115.07
275156,Captain Technocast,Castings/Forgings,592.11
SCML,Sharp Chucks & Mach.,Castings/Forgings,117.42
308665,Kalyani Cast-Tech,Castings/Forgings,701.43
AIAENG,AIA Engineering,Castings/Forgings,39485.71
104605,Uni Abex Alloy Prod,Castings/Forgings,979.6
STEELCAS,Steelcast,Castings/Forgings,3319.87
ALICON,Alicon Castalloy,Castings/Forgings,1122.9
NELCAST,Nelcast,Castings/Forgings,1017.83
TCL,Thaai Casting,Castings/Forgings,299.4
MUNISH,Munish Forge,Castings/Forgings,199.9
PTCIL,PTC Industries,Castings/Forgings,35727.24
SGIL,Synergy Green Inds.,Castings/Forgings,942.22
104786,Invts & Precisn Cast,Castings/Forgings,1273.6
SIMPLEXCAS,Simplex Castings,Castings/Forgings,414.84
104646,Bhagwati Autocast,Castings/Forgings,191.41
117372,Guj. Intrux,Castings/Forgings,154.71
117449,Magna ElectroCasting,Castings/Forgings,602.44
SAHYADRI,Sahyadri Industries,Cement & Construction Materials,429.26
KCP,KCP,Cement & Construction Materials,2093.42
SAGCEM,Sagar Cements,Cement & Construction Materials,1998
DALBHARAT,Dalmia Bharat,Cement & Construction Materials,32810.91
ULTRACEMCO,Ultratech Cement,Cement & Construction Materials,336170
AMBUJACEM,Ambuja Cements,Cement & Construction Materials,100635.1
ACC,ACC,Cement & Construction Materials,24108.13
SHREECEM,Shree Cement,Cement & Construction Materials,86070.62
JKCEMENT,JK Cement,Cement & Construction Materials,39279.32
BIRLACORPN,Birla Corporation,Cement & Construction Materials,6833.07
JKLAKSHMI,JK Lakshmi Cement,Cement & Construction Materials,6402.13
INDIACEM,India Cements,Cement & Construction Materials,11233.77
STARCEMENT,Star Cement,Cement & Construction Materials,7687.11
ORIENTCEM,Orient Cement,Cement & Construction Materials,2664.4
NUVOCO,Nuvoco Vistas Corpn.,Cement & Construction Materials,12577.25
HEIDELBERG,Heidelberg Cement,Cement & Construction Materials,3629.66
PRSMJOHNSN,Prism Johnson,Cement & Construction Materials,5593.3
DECCANCE,Deccan Cements,Cement & Construction Materials,798.08
SHREDIGCEM,Shree DigvijayCement,Cement & Construction Materials,1101.07
SAURASHCEM,Saurashtra Cement,Cement & Construction Materials,641.13
NCLIND,NCL Industries,Cement & Construction Materials,804.28
MANGLMCEM,Mangalam Cement,Cement & Construction Materials,3011.5
EVERESTIND,Everest Industries,Cement & Construction Materials,672.13
APCL,Anjani Portland Cem.,Cement & Construction Materials,297.92
RAMCOIND,Ramco Industries,Cement & Construction Materials,2807.15
ACL,Andhra Cements,Cement & Construction Materials,399.66
BIGBLOC,Bigbloc Construction,Cement & Construction Materials,593.49
JSWCEMENT,JSW Cement,Cement & Construction Materials,16915.27
VISAKAIND,Visaka Industries,Cement & Construction Materials,806.76
BIRLANU,BirlaNu,Cement & Construction Materials,1091.92
207644,Kanoria Energy&Infra,Cement & Construction Materials,156.68
132323,Shiva Cement,Cement & Construction Materials,471.12
130977,Shri Keshav Cements,Cement & Construction Materials,170.1
113528,Glittek Granites,Ceramics/Marble/Granite/Sanitaryware,206.09
131281,Marble City India,Ceramics/Marble/Granite/Sanitaryware,266.81
DURLAX,Durlax Top Surface,Ceramics/Marble/Granite/Sanitaryware,186.61
SOMANYCERA,Somany Ceramics,Ceramics/Marble/Granite/Sanitaryware,2285.85
KAJARIACER,Kajaria Ceramics,Ceramics/Marble/Granite/Sanitaryware,19479.45
CERA,Cera Sanitaryware,Ceramics/Marble/Granite/Sanitaryware,7464.45
MIDWESTLTD,Midwest,Ceramics/Marble/Granite/Sanitaryware,3840.64
ESPRIT,Esprit Stones,Ceramics/Marble/Granite/Sanitaryware,138.25
215169,Clay Craft India,Ceramics/Marble/Granite/Sanitaryware,327.89
MURUDCERA,Murudeshwar Ceramics,Ceramics/Marble/Granite/Sanitaryware,179.58
ORIENTBELL,Orient Bell,Ceramics/Marble/Granite/Sanitaryware,618.2
NITCO,Nitco,Ceramics/Marble/Granite/Sanitaryware,2427.26
POKARNA,Pokarna,Ceramics/Marble/Granite/Sanitaryware,2533.49
ASIANTILES,Asian Granito India,Ceramics/Marble/Granite/Sanitaryware,1490.08
126570,Midwest Energy,Ceramics/Marble/Granite/Sanitaryware,4920.61
GSLSU,Global Surfaces,Ceramics/Marble/Granite/Sanitaryware,120.24
EXXARO,Exxaro Tiles,Ceramics/Marble/Granite/Sanitaryware,294.84
SACHEEROME,Sacheerome,Chemicals,1085.64
124640,Archit Organosys,Chemicals,127.52
PIDILITIND,Pidilite Inds.,Chemicals,165863.5
SRF,SRF,Chemicals,75499.4
SOLARINDS,Solar Industries Ind,Chemicals,194055.92
GNFC,GNFC,Chemicals,8767.95
ATUL,Atul,Chemicals,18801.5
JOCIL,Jocil,Chemicals,137.04
SANGINITA,Sanginita Chemicals,Chemicals,268.1
ARVEE,Arvee Laboratories,Chemicals,181.94
VITAL,Vital Chemtech,Chemicals,133.46
MAHICKRA,Mahickra Chemicals,Chemicals,283.5
INFINIUM,Infinium Pharmachem,Chemicals,411.39
SPEB,SPEB Adhesives,Chemicals,213.41
NEOCHEM,Neochem Bio Solution,Chemicals,163.08
HINDCON,Hindcon Chemicals,Chemicals,122.35
