Symbol,Company Name,Sector,Market Cap
132468,Kama Holdings,Finance - Investment,7535.51
103681,Elcid Investments,Finance - Investment,2151.8
RANEHOLDIN,Rane Holdings,Finance - Investment,2357.41
VLSFINANCE,VLS Finance,Finance - Investment,773.3
KEYFINSERV,Keynote Finl. Serv,Finance - Investment,136.41
NSIL,Nalwa Sons Invest.,Finance - Investment,2938.66
SYSTMTXC,Systematix Corp Serv,Finance - Investment,822.37
MAHAPEXLTD,Maha Rashtra Apex,Finance - Investment,150.81
JINDALPHOT,Jindal Photo,Finance - Investment,1047.58
PILANIINVS,Pilani Investment,Finance - Investment,4787.42
OSWALGREEN,Oswal Greentech,Finance - Investment,523.63
BFINVEST,BF Investment,Finance - Investment,1767.93
DAMCAPITAL,DAM Capital Advisors,Finance - Investment,1024.24
KICL,Kalyani Investment,Finance - Investment,2271.27
STEL,STEL Holdings,Finance - Investment,1121.9
WELINV,Welspun Investments,Finance - Investment,815.2
GANGESSECU,Ganges Securities,Finance - Investment,118.75
INDOTHAI,Indo Thai Securities,Finance - Investment,478.45
MAXIND,Max India,Finance - Investment,848.53
WEALTH,Wealth First Port,Finance - Investment,896.83
DHUNINV,Dhunseri Investments,Finance - Investment,621.39
228434,Aryaman Capital Mkts,Finance - Investment,513.82
107968,Sahaj Digital,Finance - Investment,105.36
ONELIFECAP,Onelife Capital Adv.,Finance - Investment,125.43
268459,Colab Platforms,Finance - Investment,2727.48
SHRIYAMSEC,Shardul Securities,Finance - Investment,476.74
112399,Sera Invt. & Finance,Finance - Investment,368.01
130197,Fundviser Cap. (I),Finance - Investment,318.29
130245,Aryaman Fin Service,Finance - Investment,759.56
112493,Garnet International,Finance - Investment,102.85
130499,AK Capital Services,Finance - Investment,1146.35
132056,Trustedge Capital,Finance - Investment,129.19
206169,Tilak Ventures,Finance - Investment,173.82
244070,JA Finance,Finance - Investment,133.75
219410,Tamboli Industries,Finance - Investment,257.62
244869,Paul Merchants,Finance - Investment,150.75
244973,Regency Fincorp,Finance - Investment,414.82
270964,Vibrant Global Cap.,Finance - Investment,120.54
101151,Kartik Invests.Trust,Finance - Investment,197.03
103635,Shree Salasar Inv.,Finance - Investment,271.56
107864,Pioneer Investcorp,Finance - Investment,103.16
LKPMERFIN,Gyftr,Finance - Investment,1402.06
111260,Iconik Sports& Event,Finance - Investment,129.07
112345,Lexora Global,Finance - Investment,141.55
130055,Harmony Capital Ser.,Finance - Investment,124.58
126935,Kalind,Finance - Investment,455.26
112065,Mrugesh Trading,Finance - Investment,7842.19
245092,Spice Lounge Food,Finance - Investment,1800.67
268307,Hi-Klass Trading&Inv,Finance - Investment,275.28
283889,Corporate Merchant,Finance - Investment,294.77
245636,Niyogin Fintech,Finance - NBFC,639.9
109026,VJTF Eduservices,Finance - NBFC,133.58
MASTERTR,Master Trust,Finance - NBFC,1096.81
BAJFINANCE,Bajaj Finance,Finance - NBFC,660262.45
SHRIRAMFIN,Shriram Finance,Finance - NBFC,244945.59
MUTHOOTFIN,Muthoot Finance,Finance - NBFC,116979.88
CHOLAFIN,Chola Invest & Fin.,Finance - NBFC,157062.74
TATACAP,Tata Capital,Finance - NBFC,159203.81
NBIFIN,NBI Indl. Finance,Finance - NBFC,585.62
IBLFL,IBL Finance,Finance - NBFC,143.44
215605,Gaja Alternative Ass,Finance - NBFC,2271.67
ASCOM,Ascom Leasing & Inv.,Finance - NBFC,247.05
USHAFIN,Usha Financial Serv.,Finance - NBFC,237.81
287782,AYE Finance,Finance - NBFC,4560.85
322110,OnEMI Technology,Finance - NBFC,5482.94
TATAINVEST,Tata Invest. Corpn.,Finance - NBFC,32062.24
BAJAJHLDNG,Bajaj Hold & Invest.,Finance - NBFC,124225.82
MANAPPURAM,Manappuram Finance,Finance - NBFC,31909.25
PAISALO,Paisalo Digital,Finance - NBFC,6739.56
POONAWALLA,Poonawalla Fincorp,Finance - NBFC,41250.57
IREDA,Indian Ren. Energy,Finance - NBFC,31924.1
EDELWEISS,Edelweiss Fin. Serv.,Finance - NBFC,12880.53
IIFL,IIFL Finance,Finance - NBFC,27698.69
LTF,L&T Finance,Finance - NBFC,78699.47
CREDITACC,CreditAccess Grameen,Finance - NBFC,23159.52
SBICARD,SBI Cards & Payment,Finance - NBFC,62641.91
NORTHARC,Northern ARC Capital,Finance - NBFC,4884.67
JIOFIN,JIO Financial Serv.,Finance - NBFC,158145.24
ABCAPITAL,Aditya Birla Capital,Finance - NBFC,110843.33
FIVESTAR,Five Star Business,Finance - NBFC,15439.84
SBFC,SBFC Finance,Finance - NBFC,11091.38
AVONMORE,Avonmore Cap.&Mgmnt.,Finance - NBFC,367.4
TEAMGTY,Team India Guaranty,Finance - NBFC,211.6
VHL,Vardhman Holdings,Finance - NBFC,1157.38
CONSOFINVT,Consolid. Finv.&Hold,Finance - NBFC,931.97
101298,Indl & Prud Invts.Co,Finance - NBFC,1056.62
MUFIN,Mufin Green Finance,Finance - NBFC,2725.92
FINKURVE,Finkurve Financial,Finance - NBFC,1013.38
CREST,Crest Ventures,Finance - NBFC,1021.35
BAIDFIN,Baid Finserv,Finance - NBFC,164.04
UGROCAP,Ugro Capital,Finance - NBFC,1340.91
IITL,Industl. Invst.Trust,Finance - NBFC,330.1
112020,Saraswati Commercial,Finance - NBFC,1238.62
MANCREDIT,Mangal Credit & Fin,Finance - NBFC,482.1
STARTECK,Starteck Finance,Finance - NBFC,247.01
ARMANFIN,Arman Financial Serv,Finance - NBFC,2175.82
SILINV,SIL Investments,Finance - NBFC,507.33
PNBGILTS,PNB Gilts,Finance - NBFC,1495.52
THEINVEST,The Investment Trust,Finance - NBFC,496.3
CIFL,Capital India Fin.,Finance - NBFC,781.33
CSLFINANCE,CSL Finance,Finance - NBFC,573.6
CORALFINAC,Coral India Fin &Hsg,Finance - NBFC,134.89
MUTHOOTCAP,Muthoot Capital Serv,Finance - NBFC,397.57
132485,Balmer Lawrie Invsts,Finance - NBFC,1609.97
NAHARCAP,Nahar Capital &Finl.,Finance - NBFC,438.33
HDBFS,HDB Financial Serv.,Finance - NBFC,56716.32
SASTASUNDR,Health X Platform,Finance - NBFC,955.27
MOTOGENFIN,Motor & General Fin.,Finance - NBFC,111.19
SUNDARMFIN,Sundaram Finance,Finance - NBFC,51648.85
SPANDANA,Spandana SphoortyFin,Finance - NBFC,2125.66
SUMMITSEC,Summit Securities,Finance - NBFC,1563.53
SGFIN,SG Finserve,Finance - NBFC,4452.53
FEDFINA,Fedbank Fin.l Serv.,Finance - NBFC,6060.11
224205,Ashika Global Sec.,Finance - NBFC,3640.07
INDOSTAR,Indostar Capital Fin,Finance - NBFC,4181.38
MASFIN,MAS Financial Serv.,Finance - NBFC,5352.87
MONEYBOXX,Moneyboxx Finance,Finance - NBFC,410.48
VIJIFIN,Viji Finance,Finance - NBFC,383
PFS,PTC India Fin. Serv,Finance - NBFC,1730.31
MUTHOOTMF,Muthoot Microfin,Finance - NBFC,3500.03
FUSION,Fusion Finance,Finance - NBFC,3313.67
MANBA,Manba Finance,Finance - NBFC,647.84
LAXMIINDIA,Laxmi India Finance,Finance - NBFC,694.73
AFSL,Abans Finl. Services,Finance - NBFC,1027.32
AFIL,Akme Fintrade (I),Finance - NBFC,413.01
219234,Bengal & Assam Co,Finance - NBFC,7221.52
UYFINCORP,UY Fincorp,Finance - NBFC,375.34
109470,Bombay Oxygen Inv.,Finance - NBFC,282
112437,Apollo Finvest (I),Finance - NBFC,154.85
130045,Titan Securities,Finance - NBFC,105.19
232624,PMC Fincorp,Finance - NBFC,121.05
100069,Quest Capital Market,Finance - NBFC,253.5
ALFREDHERB,Alfred Herbert (I),Finance - NBFC,223.63
111754,Shalibhadra Finance,Finance - NBFC,276.51
130139,Kreon Financial Serv,Finance - NBFC,177.77
130557,NCL Research & Fin,Finance - NBFC,109.89
131254,Optimus Finance,Finance - NBFC,110.89
131502,Esaar India,Finance - NBFC,108.79
131390,Upsurge Invest.&Fin.,Finance - NBFC,146.46
131310,Available Finance,Finance - NBFC,147.04
131841,Indus Finance,Finance - NBFC,239.19
208432,Innovassynth Techno,Finance - NBFC,1311.66
241877,Kiran Vyapar,Finance - NBFC,560.44
220064,Supra PacificFin.Ser,Finance - NBFC,168.94
244248,KIFS Financial Serv.,Finance - NBFC,118.62
244796,RSD Finance,Finance - NBFC,125.26
244847,AMPL Capital,Finance - NBFC,179.28
245539,Sangam Finserv,Finance - NBFC,177.41
248164,Virat Leasing,Finance - NBFC,158.36
248241,Worth Invest & Trdg.,Finance - NBFC,135.31
272591,Emerald Finance,Finance - NBFC,188.21
272519,Panafic Industrials,Finance - NBFC,126.14
289761,Unifinz CapitalIndia,Finance - NBFC,455.96
101261,Lords Mark Inds.,Finance - NBFC,3691.66
107962,Fynx Capital,Finance - NBFC,121
126071,Stellant Securities,Finance - NBFC,588.98
111557,Pro Fin Capital Serv,Finance - NBFC,150.52
245327,Sonal Mercantile,Finance - NBFC,131.14
243421,Capital Trade Links,Finance - NBFC,368.4
267112,Raama Finance,Finance - NBFC,139.11
314380,Purple Finance,Finance - NBFC,420.29
101945,Dhenu Buildcon Infra,Finance - NBFC,3856.97
BSE,BSE,Finance - Others,139080.31
112103,Nidhi Granites,Finance - Others,227.84
MFSL,Max Financial Serv.,Finance - Others,53437.57
282829,Viram Suvarn,Finance - Others,117.66
ANANDRATHI,Anand Rathi Wealth,Finance - Others,36793.08
PRUDENT,Prudent Corporate,Finance - Others,13861.3
CENTRUM,Centrum Capital,Finance - Others,1097.8
DELPHIFX,Delphi World Money,Finance - Others,148.14
313001,Pune E - Stock Brok,Finance - Stock Broking,466.24
EMKAY,EmkayGlobal Finl.Ser,Finance - Stock Broking,739.63
MCX,Multi Commodity Exch,Finance - Stock Broking,83520.03
ANGELONE,Angel One,Finance - Stock Broking,27402.81
MOTILALOFS,Motilal Oswal Fin,Finance - Stock Broking,62460.92
NUVAMA,Nuvama Wealth Mgmnt.,Finance - Stock Broking,33446.67
IIFLCAPS,IIFL Capital Service,Finance - Stock Broking,10753.9
STEELCITY,Steel City Sec.,Finance - Stock Broking,129.24
CHOICEIN,Choice International,Finance - Stock Broking,16952.18
360ONE,360 One Wam,Finance - Stock Broking,46340.08
PRIMESECU,Prime Securities,Finance - Stock Broking,966.17
DOLATALGO,Dolat Algotech,Finance - Stock Broking,1248.02
ALGOQUANT,Algoquant Fintech,Finance - Stock Broking,1813.07
DBSTOCKBRO,DB Intnl.StockBroker,Finance - Stock Broking,100.21
ALANKIT,Alankit,Finance - Stock Broking,220.72
ALMONDZ,Almondz Global Sec.,Finance - Stock Broking,312.9
GEOJITFSL,Geojit Finl. Service,Finance - Stock Broking,2308.9
ARIHANTCAP,Arihant Capital Mkt.,Finance - Stock Broking,873.5
INDBANK,Indbank Merchant,Finance - Stock Broking,126.83
GATECH,GACM Technologies,Finance - Stock Broking,145.39
SMCGLOBAL,SMC Global Sec.,Finance - Stock Broking,1701.38
BIRLAMONEY,Aditya Birla Money,Finance - Stock Broking,714.11
ARSSBL,Anand Rathi Share,Finance - Stock Broking,3248.23
SHAREINDIA,Share India Sec.,Finance - Stock Broking,3730.98
5PAISA,5Paisa Capital,Finance - Stock Broking,1603.84
246306,Alacrity Securities,Finance - Stock Broking,195.18
MONARCH,Monarch Networth Cap,Finance - Stock Broking,2997.06
270151,Meghna Infracon Inf.,Finance - Stock Broking,1557.7
317388,Rikhav Securities,Finance - Stock Broking,172.31
130585,Swastika Investmart,Finance - Stock Broking,340.87
221423,LKP Securities,Finance - Stock Broking,126.42
131550,Jhaveri Credits⋒,Finance - Stock Broking,189.68
IFCI,IFCI,Finance Term Lending,27314.96
FINBUD,Finbud Finl. Service,Finance Term Lending,253.36
PFC,Power Finance Corpn.,Finance Term Lending,117351.62
RECLTD,REC,Finance Term Lending,83920.85
IRFC,Indian Railway Fin.,Finance Term Lending,108991.34
130927,Haryana Finanl. Corp,Finance Term Lending,1203.38
TFCILTD,Tourism Finance Corp,Finance Term Lending,6632.61
SATIN,Satin Creditcare Net,Finance Term Lending,2438.65
PINELABS,Pine Labs,Fintech,19196.74
GROWW,Billionbrains Garage,Fintech,121707.77
PAYTM,One97 Communications,Fintech,106474.82
MOS,MOS Utility,Fintech,194.37
STYL,Seshaasai Tech.,Fintech,6205.25
RNFI,RNFI Services,Fintech,758.55
POLICYBZR,PB Fintech,Fintech,84950.78
INFIBEAM,AvenuesAI,Fintech,5489.38
MOBIKWIK,One Mobikwik Systems,Fintech,1512.89
SUPERHOUSE,Superhouse,Footwear,186.58
132829,Lehar Footwears,Footwear,378.24
BATAINDIA,Bata india,Footwear,8646.69
CAMPUS,Campus Activewear,Footwear,6823.99
LIBERTSHOE,Liberty Shoes,Footwear,397.49
MIRZAINT,Mirza International,Footwear,427.87
RELAXO,Relaxo Footwears,Footwear,8582.16
FORGEAUTO,Forge Auto Internl.,Forgings,114.66
113418,Smiths & Founders,Forgings,118.52
TIRUPATIFL,Tirupati Forge,Forgings,897.93
BALUFORGE,Balu Forge Inds.,Forgings,6969.11
KALYANIFRG,Kalyani Forge,Forgings,393.29
RKFORGE,Ramkrishna Forgings,Forgings,12767.39
BHARATFORG,Bharat Forge,Forgings,93514.14
HAPPYFORGE,Happy Forgings,Forgings,21126.68
MMFL,MM Forgings,Forgings,3042.22
PATTECH,Pattech Fitwell Tube,Forgings,107.93
311807,Amic Forging,Forgings,2492.05
113369,Krishanveer Forge,Forgings,145.49
209159,Samrat Forgings,Forgings,121
LGBFORGE,LGB Forge,Forgings,149.35
MDL,Marvel Decor,Furniture and Home Furnishing,109.99
SAFEENTP,Safe Enterprises,Furniture and Home Furnishing,1272.3
IGL,Indraprastha Gas,Gas Transmission/Marketing,22125.63
MGL,Mahanagar Gas,Gas Transmission/Marketing,10831.97
ATGL,Adani Total Gas,Gas Transmission/Marketing,67346.87
GAIL,GAIL (India),Gas Transmission/Marketing,114012.23
GUJGASLTD,Gujarat Energy,Gas Transmission/Marketing,34559.41
AGARWALTUF,Agarwal Toughened,Glass,271.73
LAOPALA,La Opala RG,Glass,1930.29
BORORENEW,Borosil Renewables,Glass,7346.67
BOROSCI,Borosil Scientific,Glass,1175.58
SEJALLTD,Sejal Glass,Glass,749.55
ASAHIINDIA,Asahi India Glass,Glass,24368.49
115147,Haldyn Glass,Glass,793.91
KAYA,Kaya,Hospital & Healthcare Services,524.12
ARTEMISMED,Artemis MedicareServ,Hospital & Healthcare Services,5268.43
APOLLOHOSP,Apollo Hospital Ent.,Hospital & Healthcare Services,124373.73
MAXHEALTH,Max Healthcare Inst.,Hospital & Healthcare Services,95851.59
NH,Narayana Hrudayalay.,Hospital & Healthcare Services,37980.46
LALPATHLAB,Dr. Lal Pathlabs,Hospital & Healthcare Services,31513.62
MADHAVBAUG,Vaidya Sane Ayur Lab,Hospital & Healthcare Services,168.74
UNIHEALTH,Unihealth Hospitals,Hospital & Healthcare Services,1151.16
CHANDAN,Chandan Healthcare,Hospital & Healthcare Services,517.16
NEPHROCARE,Nephro Care India,Hospital & Healthcare Services,154.23
318914,Gaudium IVF & Women,Hospital & Healthcare Services,847.46
KRMAYURVED,KRM Ayurveda,Hospital & Healthcare Services,611.99
319929,Hannah Joseph Hospit,Hospital & Healthcare Services,260.12
FORTIS,Fortis Healthcare,Hospital & Healthcare Services,68323.71
HCG,Healthcare Global,Hospital & Healthcare Services,10454.14
METROPOLIS,Metropolis Health.,Hospital & Healthcare Services,12208.91
AGARWALEYE,Dr. Agarwal''s Health,Hospital & Healthcare Services,16298.32
KIMS,Krishna Inst.Medi,Hospital & Healthcare Services,32092.7
ASTERDM,Aster DM Quality,Hospital & Healthcare Services,68491.66
RAINBOW,RainbowChildrenS Med,Hospital & Healthcare Services,14698.72
JLHL,Jupiter Life Line,Hospital & Healthcare Services,9390.69
YATHARTH,Yatharth Hospital,Hospital & Healthcare Services,9549.68
VIJAYA,Vijaya Diagnostic,Hospital & Healthcare Services,15379.62
MEDANTA,Global Health,Hospital & Healthcare Services,39518.77
124520,KMC Speciality Hosp.,Hospital & Healthcare Services,2254.49
KOVAI,Kovai Medical Center,Hospital & Healthcare Services,6633.75
LOTUSEYE,Lotus Eye Hospital,Hospital & Healthcare Services,227.57
INDRAMEDCO,Indraprastha Medical,Hospital & Healthcare Services,3205.8
126783,Dr Agarwals Eye Hosp,Hospital & Healthcare Services,2620.6
THYROCARE,Thyrocare Tech.,Hospital & Healthcare Services,9170.31
SHALBY,Shalby,Hospital & Healthcare Services,1649.42
SURAKSHA,Suraksha Diagnostic,Hospital & Healthcare Services,1731.42
GPTHEALTH,GPT Healthcare,Hospital & Healthcare Services,1297.86
PARKHOSPS,Park Medi World,Hospital & Healthcare Services,12364.02
GKSL,Guj. Kidney & Super,Hospital & Healthcare Services,1362.49
NEPHROPLUS,Nephrocare Health,Hospital & Healthcare Services,7009.47
KRSNAA,Krsnaa Diagnostics,Hospital & Healthcare Services,1816.57
302649,Aashka Hospitals,Hospital & Healthcare Services,198.55
319916,Star Imaging & Path,Hospital & Healthcare Services,151.76
309875,Asarfi Hospital Ltd.,Hospital & Healthcare Services,387.05
SAYAJIHOTL,Sayaji Hotels,"Hotel, Resort & Restaurants",559.44
SAVERA,Savera Industries,"Hotel, Resort & Restaurants",201.58
107265,Emerald Leisures,"Hotel, Resort & Restaurants",435.99
INDHOTEL,The Indian Hotels Co,"Hotel, Resort & Restaurants",102487.12
ITCHOTELS,ITC Hotels,"Hotel, Resort & Restaurants",33584.3
EIHOTEL,EIH,"Hotel, Resort & Restaurants",18254.38
CHALET,Chalet Hotels,"Hotel, Resort & Restaurants",19638.3
SAMHI,Samhi Hotels,"Hotel, Resort & Restaurants",3424.12
APOLSINHOT,Apollo SindooriHotel,"Hotel, Resort & Restaurants",316.75
GIRRESORTS,GIR NatureviewResort,"Hotel, Resort & Restaurants",202.29
GCHOTELS,Grand ContinentHotel,"Hotel, Resort & Restaurants",248.82
SUBAHOTELS,Suba Hotels,"Hotel, Resort & Restaurants",238.3
LEMONTREE,Lemon Tree Hotels,"Hotel, Resort & Restaurants",8314.63
ASIANHOTNR,Asian Hotels (North),"Hotel, Resort & Restaurants",1640.31
109438,Benares Hotels,"Hotel, Resort & Restaurants",1326
ORIENTHOT,Oriental Hotels,"Hotel, Resort & Restaurants",2499.14
CCHHL,Country Club & Hosp.,"Hotel, Resort & Restaurants",206.13
HLVLTD,HLV,"Hotel, Resort & Restaurants",427.2
EIHAHOTELS,EIH Associated Hotel,"Hotel, Resort & Restaurants",1813.77
BYKE,The Byke Hospitality,"Hotel, Resort & Restaurants",167.87
SINCLAIR,Sinclairs Hotels,"Hotel, Resort & Restaurants",428.02
KAMATHOTEL,Kamat Hotels (India),"Hotel, Resort & Restaurants",664.81
ADVANIHOTR,Advani Hotel&Resorts,"Hotel, Resort & Restaurants",457.11
131637,Praveg,"Hotel, Resort & Restaurants",695.73
ITDC,Ind Tourism Dev Corp,"Hotel, Resort & Restaurants",5526.55
ROHLTD,Royal Orchid Hotels,"Hotel, Resort & Restaurants",818.78
TAJGVK,Krishna GVK Luxury,"Hotel, Resort & Restaurants",2085.14
THELEELA,Leela Palaces Hotels,"Hotel, Resort & Restaurants",18502.94
RHL,Robust Hotels,"Hotel, Resort & Restaurants",290.31
MHRIL,Mahindra Holi.&Resor,"Hotel, Resort & Restaurants",4190.9
JUNIPER,Juniper Hotels,"Hotel, Resort & Restaurants",4824.3
PARKHOTELS,Apeejay Surrendra,"Hotel, Resort & Restaurants",2393.63
VENTIVE,Ventive Hospitality,"Hotel, Resort & Restaurants",13736.92
BRIGHOTEL,Brigade Hotel Ven.,"Hotel, Resort & Restaurants",2248.29
AHLEAST,Asian Hotels (East),"Hotel, Resort & Restaurants",236.05
ADVENTHTL,Advent Hotels Inter.,"Hotel, Resort & Restaurants",725.91
VHLTD,Viceroy Hotels,"Hotel, Resort & Restaurants",907.64
107836,Mac Charles (India),"Hotel, Resort & Restaurants",877.41
109546,Graviss Hospitality,"Hotel, Resort & Restaurants",207.33
109960,UP Hotels,"Hotel, Resort & Restaurants",749.52
254155,HBG Hotels,"Hotel, Resort & Restaurants",154.59
311502,Sayaji Hotel(Indore),"Hotel, Resort & Restaurants",381.1
205701,CHL,"Hotel, Resort & Restaurants",154.53
311503,Sayaji Hotels (Pune),"Hotel, Resort & Restaurants",255.49
124136,Pee Cee Cosma Sope,Household & Personal Products,128.98
GALAXYSURF,Galaxy Surfactants,Household & Personal Products,7675.95
322726,HR Hygiene Products,Household & Personal Products,140.81
HINDUNILVR,Hindustan Unilever,Household & Personal Products,463668.34
DABUR,Dabur India,Household & Personal Products,67570.02
GODREJCP,Godrej Consumer Prod,Household & Personal Products,89846.17
COLPAL,Colgate-Palmolive(I),Household & Personal Products,49751.61
EMAMILTD,Emami,Household & Personal Products,15978.08
TRANSTEEL,Transteel Seat Tech,Household & Personal Products,173.67
ANONDITA,Anondita Medicare,Household & Personal Products,2113.1
PARIN,Parin Enterprises,Household & Personal Products,796.38
PGHH,P&G Hygiene & Health,Household & Personal Products,24889.27
GILLETTE,Gillette India,Household & Personal Products,23827.94
SFL,Sheela Foam,Household & Personal Products,7063.27
JYOTHYLAB,Jyothy Labs,Household & Personal Products,7400.84
SAFARI,Safari Industries(I),Household & Personal Products,7547.55
CUPID,Cupid,Household & Personal Products,38074.07
CARYSIL,Carysil,Household & Personal Products,3244.73
WAKEFIT,Wakefit Innovations,Household & Personal Products,5026.08
BAJAJCON,Bajaj Consumer Care,Household & Personal Products,6760.15
AARTISURF,Aarti Surfactants,Household & Personal Products,464.63
STANLEY,Stanley Lifestyles,Household & Personal Products,773.94
131412,Radix Industries (I),Household & Personal Products,228.56
123120,Thrive Future Habita,Household & Personal Products,104.14
317471,Nilachal Carbo Metal,Industrial  Gases & Fuels,344.49
PCCL,Petro Carbon & Chem.,Industrial  Gases & Fuels,1050.12
IRMENERGY,IRM Energy,Industrial  Gases & Fuels,1155.42
PETRONET,Petronet LNG,Industrial  Gases & Fuels,43215
LINDEINDIA,Linde India,Industrial  Gases & Fuels,54121.37
BHARATCOAL,Bharat Coking Coal,Industrial  Gases & Fuels,15745.32
ELLEN,Ellenbarrie Indl.Gas,Industrial  Gases & Fuels,4676.95
STALLION,Stallion India Fluor,Industrial  Gases & Fuels,2399.26
126873,Rajasthan Securities,Industrial  Gases & Fuels,439.72
NIACL,New India Assurance,Insurance,37889.17
SBILIFE,SBI Life Insurance,Insurance,178094.55
HDFCLIFE,HDFC Life Insurance,Insurance,118710.26
CANHLIFE,Canara HSBC Life Ins,Insurance,14936.85
GICRE,General Ins. Corpn.,Insurance,62886.47
LICI,Life Insurance Corp.,Insurance,525417.56
NIVABUPA,Niva Bupa Health Ins,Insurance,14817.5
STARHEALTH,Star Health & Allied,Insurance,32806.94
ICICIGI,ICICI Lombard Gen.,Insurance,75440.02
ICICIPRULI,ICICI PrudentialLife,Insurance,71760.99
GODIGIT,Go Digit General Ins,Insurance,23885.98
EXCELSOFT,Excelsoft Tech.,IT - Education,808.24
APTECHT,Aptech,IT - Education,516.98
NIITMTS,NIIT Learning System,IT - Education,3118.03
COMPUSOFT,Compucom Software,IT - Education,103.02
NIITLTD,NIIT,IT - Education,1355.69
UMIYA-MRO,MRO-TEK Network,IT - Hardware,195.1
318337,Unified Data- Tech,IT - Hardware,783.71
NELCO,NELCO,IT - Hardware,2079.33
IVALUE,Ivalue Infosolutions,IT - Hardware,1260.76
NETWEB,Netweb Technologies,IT - Hardware,30871.11
DCI,DC Infotech & Commu.,IT - Hardware,574.9
CONTROLPR,Control Print,IT - Hardware,949.02
PANACHE,Panache Digilife,IT - Hardware,840.74
TVSELECT,TVS Electronics,IT - Hardware,784.9
104351,Empower India,IT - Hardware,214.14
317137,Praruh Technologies,IT - Networking,177.05
ROXHITECH,Rox Hi-Tech,IT - Networking,110.97
SMARTLINK,Smartlink Holdings,IT - Networking,213.28
DLINKINDIA,D-Link (India),IT - Networking,1601.8
322493,Methodhub Software,IT - Software,117.7
INNOVANA,Innovana Thinklabs,IT - Software,630.54
TCS,TCS,IT - Software,833607.36
INFY,Infosys,IT - Software,458580.27
HCLTECH,HCL Technologies,IT - Software,350985.44
WIPRO,Wipro,IT - Software,174712.83
ALLETEC,All E Technologies,IT - Software,277.17
DTL,Diensten Tech,IT - Software,105.74
E2E,E2E Networks,IT - Software,12365.76
GVPTECH,GVP Infotech,IT - Software,148.15
KODYTECH,Kody Technolab,IT - Software,2263.33
SYSTANGO,Systango Tech.,IT - Software,330.41
SAHANA,Sahana System,IT - Software,975.93
VINSYS,Vinsys IT Services,IT - Software,880.57
CANARYS,Canarys Automations,IT - Software,153.32
FIDEL,Fidel Softech,IT - Software,195.26
TECHLABS,Trident Techlabs,IT - Software,199.08
VGINFOTECH,Virtual Galaxy Info.,IT - Software,346.67
TECHD,TechD Cybersecurity,IT - Software,399.08
233561,ESDS Software Solun.,IT - Software,10647.44
OPTIVALUE,Optivalue TekConsult,IT - Software,407.48
215584,Fractal Analytics,IT - Software,14282.12
PELATRO,Pelatro,IT - Software,415.15
322276,Mobilise App Lab,IT - Software,102.87
322709,Xtranet Technologies,IT - Software,1224.74
322690,CSM Technologies,IT - Software,486.93
322811,Emiac Technologies,IT - Software,119.37
322876,Novus Loyalty,IT - Software,320.26
323242,ENS Enterprises,IT - Software,141.25
324060,Kratikal Tech,IT - Software,181.49
323639,Genxai Analytics,IT - Software,144.09
TATAELXSI,Tata Elxsi,IT - Software,22168.38
ZENSARTECH,Zensar Technologies,IT - Software,10503.99
MPHASIS,Mphasis,IT - Software,46230.52
MASTEK,Mastek,IT - Software,5497.12
63MOONS,63 Moons Tech.,IT - Software,4038.78
HEXT,Hexaware Tech.,IT - Software,32298.31
CYIENT,Cyient,IT - Software,11541.68
SONATSOFTW,Sonata Software,IT - Software,7999.12
BSOFT,Birlasoft,IT - Software,8092.17
AURIONPRO,Aurionpro Solutions,IT - Software,3811.4
MOSCHIP,Moschip Technologies,IT - Software,4139.31
OFSS,Oracle Finl. Service,IT - Software,105004.83
TANLA,Tanla Platforms,IT - Software,6912.22
COFORGE,Coforge,IT - Software,87390.72
TECHM,Tech Mahindra,IT - Software,156517.56
TATATECH,Tata Technologies,IT - Software,32484.15
NEWGEN,Newgen Software Tech,IT - Software,7478.92
PERSISTENT,Persistent Systems,IT - Software,89018.33
NAZARA,Nazara Technologies,IT - Software,14181.82
INTELLECT,Intellect Design,IT - Software,9637.58
LTTS,L&T Technology Serv.,IT - Software,37056.07
HAPPSTMNDS,Happiest Minds Tech.,IT - Software,5390.53
KPITTECH,KPIT Technologies,IT - Software,15775.61
ZAGGLE,Zaggle Prepaid Ocean,IT - Software,2430.61
RATEGAIN,RateGain Travel Tech,IT - Software,10088.93
MAPMYINDIA,CE Info Systems,IT - Software,5323.87
IKS,Inventurus Knowledge,IT - Software,30195.16
GENESYS,Genesys Intl. Corpn.,IT - Software,1543.77
ONWARDTEC,Onward Technologies,IT - Software,632.66
KELLTONTEC,Kellton Tech Solut.,IT - Software,737.06
DIGISPICE,Digispice Tech.,IT - Software,398.47
MINDTECK,Mindteck (India),IT - Software,539.42
TRIGYN,Trigyn Technologies,IT - Software,181.54
126433,ASM Technology,IT - Software,7834.73
XTGLOBAL,XT Global Infotech,IT - Software,425.04
NUCLEUS,Nucleus Software Exp,IT - Software,1919.51
CYBERTECH,CyberTech Sys. &Soft,IT - Software,405.16
IZMO,IZMO,IT - Software,1351.9
ACCELYA,Accelya Solutions,IT - Software,1688.16
GOLDTECH,AION-Tech Solutions,IT - Software,245.84
INTENTECH,Intense Technologies,IT - Software,194.33
DSSL,Dynacons Sys.& Soln.,IT - Software,1341.34
BCG,Brightcom Group,IT - Software,1812.63
CALSOFT,California Software,IT - Software,253.37
